Модель,Год,Город,Поколение,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Привод,Руль,Цвет,Растаможен в Казахстане,Опции,Состояние,Цена
ВАЗ (Lada) Granta 2190,2016,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),215 000 км,Механика,Передний привод,Слева,коричневый металлик,Да,"литые диски, тонировка, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, bluetooth, CD, MP3, ГУР, ABS, SRS, центрозамок, кондиционер, бортовой компьютер, подогрев сидений, датчик дождя, налог уплачен, техосмотр пройден, вложений не требует",б/у,2800000
ВАЗ (Lada) Granta 2190,2012,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),286 383 км,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, ветровики, фаркоп, кондиционер",б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Павлодар,2011 - 2018 1 поколение,Седан,1.6 (бензин),152 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, дневные ходовые огни, аудиосистема, кондиционер, ГУР, ABS, сигнализация, автозапуск",б/у,2000000
ВАЗ (Lada) Granta 2190,2012,Кокшетау,2011 - 2018 1 поколение,Седан,1.6 (бензин),270 000 км,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, дневные ходовые огни, корректор фар, велюр, аудиосистема, встроенный телефон, bluetooth, MP3, USB, ГУР, сигнализация, иммобилайзер, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,1750000
ВАЗ (Lada) Granta 2190,2014,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),266 000 км,Механика,Передний привод,Слева,белый,Да,дневные ходовые огни,б/у,1600000
ВАЗ (Lada) Granta 2190,2018,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,3800000
ВАЗ (Lada) Granta 2190,2012,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),315 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,1450000
ВАЗ (Lada) Granta 2190,2020,Жымпиты,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),247 000 км,Механика,Передний привод,Слева,белый металлик,Да,"линзованная оптика, аудиосистема, встроенный телефон, bluetooth, USB, ГУР, ABS, SRS, автозапуск, полный электропакет, центрозамок, бортовой компьютер, подогрев задних сидений, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,3700000
ВАЗ (Lada) Granta 2190,2014,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Нет,,Аварийная/Не на ходу,1666666
ВАЗ (Lada) Granta 2190,2020,Аксай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),41 000 км,Автомат,Передний привод,Слева,серебристый,Да,"тонировка, фаркоп, дневные ходовые огни, обогрев зеркал, комбинированный, аудиосистема, bluetooth, MP3, USB, кондиционер, ГУР, ABS, SRS, сигнализация, автозапуск, иммобилайзер, центрозамок, подогрев сидений, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,5500000
ВАЗ (Lada) Granta 2190,2013,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),197 000 км,Механика,Передний привод,Слева,белый,Да,велюр,б/у,2100000
ВАЗ (Lada) Granta 2190,2013,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),144 000 км,Механика,Передний привод,Слева,фиолетовый,Да,"литые диски, ветровики, багажник, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, велюр, bluetooth, CD, USB, ГУР, ABS, сигнализация, автозапуск, полный электропакет, центрозамок, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2680000
ВАЗ (Lada) Granta 2190,2012,Балхаш,2011 - 2018 1 поколение,Седан,1.6 (бензин),260 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, комбинированный, аудиосистема, ГУР, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,белый металлик,Да,велюр,б/у,2700000
ВАЗ (Lada) Granta 2190,2017,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),211 000 км,Механика,Передний привод,Слева,белый,Нет,,б/у,2000000
ВАЗ (Lada) Granta 2190,2019,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),145 000 км,Автомат,Передний привод,Слева,черный,Да,"тонировка, кенгурятник, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, сигнализация, автозапуск, бесключевой доступ, полный электропакет, центрозамок, кондиционер, подогрев сидений, налог уплачен, техосмотр пройден",б/у,4100000
ВАЗ (Lada) Granta 2190,2019,Костанай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),93 000 км,Механика,Передний привод,Слева,серебристый металлик,Да,вложений не требует,б/у,3800000
ВАЗ (Lada) Granta 2190,2017,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),147 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,2400000
ВАЗ (Lada) Granta 2190,2020,Атырау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),90 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, bluetooth, USB, ABS, сигнализация, автозапуск, бортовой компьютер, камера заднего вида, кондиционер, вложений не требует",б/у,4700000
ВАЗ (Lada) Granta 2190,2014,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,серебристый металлик,Да,"хрустальная оптика, дневные ходовые огни, велюр, bluetooth, MP3, ГУР, SRS, сигнализация, автозапуск, центрозамок, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2680000
ВАЗ (Lada) Granta 2190,2025,Алматы,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),5 790 км,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, SRS, иммобилайзер, центрозамок, кондиционер, бортовой компьютер, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,5600000
ВАЗ (Lada) Granta 2190,2012,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),420 000 км,Механика,Передний привод,Слева,синий,Да,,б/у,1700000
ВАЗ (Lada) Granta 2190,2022,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),38 000 км,Автомат,Передний привод,Слева,,Да,"литые диски, тонировка, ветровики, линзованная оптика, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, велюр, аудиосистема, DVD, кондиционер, ГУР, ABS, спортивный режим, сигнализация, автозапуск, полный электропакет, центрозамок, круиз-контроль, бортовой компьютер, навигационная система, подогрев сидений, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,7200000
ВАЗ (Lada) Granta 2190,2013,Кызылорда,2011 - 2018 1 поколение,Седан,1.6 (бензин),495 000 км,Механика,Передний привод,Слева,белый,Да,"фаркоп, дневные ходовые огни, велюр, аудиосистема, bluetooth, MP3, USB, кондиционер, ГУР, центрозамок, налог уплачен, техосмотр пройден",б/у,2000000
ВАЗ (Lada) Granta 2190,2022,Караганда,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),51 000 км,Автомат,Передний привод,Слева,,Да,,б/у,5650000
ВАЗ (Lada) Granta 2190,2020,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),40 000 км,Механика,Передний привод,Слева,серый металлик,Да,"литые диски, тонировка, спойлер, ветровики, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, центрозамок, бортовой компьютер, парктроники, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,4500000
ВАЗ (Lada) Granta 2190,2017,Темиртау,2011 - 2018 1 поколение,Седан,1.6 (бензин),138 000 км,Механика,Передний привод,Слева,серый металлик,Да,велюр,б/у,2900000
ВАЗ (Lada) Granta 2190,2020,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),91 000 км,Механика,Передний привод,Слева,белый металлик,Да,,б/у,4000000
ВАЗ (Lada) Granta 2190,2016,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,3200000
ВАЗ (Lada) Granta 2190,2012,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),215 047 км,Механика,Передний привод,Слева,синий,Да,,б/у,700000
ВАЗ (Lada) Granta 2190,2020,Костанай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),82 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, ветровики, фаркоп, хрустальная оптика, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, иммобилайзер, полный электропакет, центрозамок, кондиционер, бортовой компьютер, налог уплачен, вложений не требует",б/у,3850000
ВАЗ (Lada) Granta 2190,2020,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),74 000 км,Автомат,Передний привод,Слева,серебристый,Да,кондиционер,б/у,4400000
ВАЗ (Lada) Granta 2190,2019,Семей,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),133 000 км,Механика,Передний привод,Слева,белый металлик,Да,"хрустальная оптика, дневные ходовые огни, велюр, аудиосистема, встроенный телефон, bluetooth, MP3, USB, DVD-чейнджер, ГУР, сигнализация, автозапуск, центрозамок, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,3300000
ВАЗ (Lada) Granta 2190,2018,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),140 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,3500000
ВАЗ (Lada) Granta 2190,2013,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),220 000 км,Механика,Передний привод,Слева,черный металлик,Да,"велюр, аудиосистема, сигнализация, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2100000
ВАЗ (Lada) Granta 2190,2012,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, дневные ходовые огни, аудиосистема, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, сигнализация, центрозамок, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,2000000
ВАЗ (Lada) Granta 2190,2012,Тараз,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серебристый металлик,Да,"сигнализация, полный электропакет, центрозамок, подогрев сидений, налог уплачен, техосмотр пройден",б/у,1000000
ВАЗ (Lada) Granta 2190,2021,Кызылорда,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),115 000 км,Механика,Передний привод,Слева,серебристый,Да,"дневные ходовые огни, bluetooth, USB, ГУР, ABS, центрозамок, парктроники, налог уплачен, техосмотр пройден, вложений не требует",б/у,4250000
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный,Да,кондиционер,б/у,1850000
ВАЗ (Lada) Granta 2190,2020,Кокшетау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),151 323 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, хрустальная оптика, велюр, ГУР, сигнализация, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,3800000
ВАЗ (Lada) Granta 2190,2014,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серебристый металлик,Да,"тонировка, дневные ходовые огни, велюр, аудиосистема, ГУР, налог уплачен, техосмотр пройден, вложений не требует",б/у,2500000
ВАЗ (Lada) Granta 2190,2017,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),285 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, хрустальная оптика, корректор фар, велюр, аудиосистема, встроенный телефон, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, ГУР, зимний режим, сигнализация, автозапуск, подогрев сидений, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,3350000
ВАЗ (Lada) Granta 2190,2012,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, багажник, велюр, сигнализация, техосмотр пройден",б/у,2100000
ВАЗ (Lada) Granta 2190,2022,Кокшетау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),83 500 км,Механика,Передний привод,Слева,черный металлик,Да,"тонировка, линзованная оптика, дневные ходовые огни, противотуманки, велюр, bluetooth, MP3, USB, ABS, зимний режим, сигнализация, автозапуск, иммобилайзер, бортовой компьютер, налог уплачен, вложений не требует",б/у,4400000
ВАЗ (Lada) Granta 2190,2021,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),116 000 км,Механика,Передний привод,Слева,белый металлик,Да,"тонировка, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, велюр, аудиосистема, bluetooth, USB, ГУР, ABS, SRS, полный электропакет, центрозамок, кондиционер, бортовой компьютер, камера заднего вида, вложений не требует",б/у,4200000
ВАЗ (Lada) Granta 2190,2012,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,3800000
ВАЗ (Lada) Granta 2190,2013,Жанаозен,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, обвес, лебёдка, ксенон, противотуманки, омыватель фар, обогрев зеркал, кожа, аудиосистема, встроенный телефон, bluetooth, CD, CD-чейнджер, MP3, USB, сабвуфер, кондиционер, ABS, зимний режим, спортивный режим, свежепригнан, налог уплачен, техосмотр пройден, вложений не требует",б/у,2200000
ВАЗ (Lada) Granta 2190,2014,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),67 000 км,Автомат,Передний привод,Слева,серебристый металлик,Да,,б/у,4500000
ВАЗ (Lada) Granta 2190,2019,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,,91 000 км,Механика,Передний привод,Слева,серый,Да,,б/у,3500000
ВАЗ (Lada) Granta 2190,2013,Жанаозен,2011 - 2018 1 поколение,Седан,1.6 (бензин),250 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, ветровики, рейлинги, линзованная оптика, дневные ходовые огни, противотуманки, обогрев зеркал, велюр, шторки, аудиосистема, встроенный телефон, bluetooth, кондиционер, ГУР, ABS, SRS, свежепригнан, налог уплачен, техосмотр пройден",б/у,1800000
ВАЗ (Lada) Granta 2190,2012,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,1600000
ВАЗ (Lada) Granta 2190,2020,Кокшетау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),93 000 км,Автомат,Передний привод,Слева,серый металлик,Да,"литые диски, тонировка, спойлер, обвес, ветровики, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, bluetooth, USB, ГУР, ABS, SRS, сигнализация, автозапуск, иммобилайзер, полный электропакет, центрозамок, климат-контроль, круиз-контроль, бортовой компьютер, навигационная система, подогрев сидений, камера заднего вида, вложений не требует",б/у,5500000
ВАЗ (Lada) Granta 2190,2015,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),160 000 км,Механика,Передний привод,Слева,черный,Да,"тонировка, ветровики, рейлинги, ксенон, линзованная оптика, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, встроенный телефон, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, сабвуфер, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2800000
ВАЗ (Lada) Granta 2190,2013,Туркестан,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 000 км,Механика,Передний привод,Слева,серый,Да,,б/у,2300000
ВАЗ (Lada) Granta 2190,2013,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серебристый,Да,"литые диски, тонировка, ветровики, дневные ходовые огни, противотуманки, MP3, USB, сигнализация, автозапуск, центрозамок",б/у,1500000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,1450000
ВАЗ (Lada) Granta 2190,2012,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),277 777 км,Механика,Передний привод,Слева,черный металлик,Да,,б/у,1900000
ВАЗ (Lada) Granta 2190,2013,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,,б/у,2256873
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, хрустальная оптика, комбинированный, аудиосистема, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, сабвуфер, ГУР, ABS, SRS, сигнализация, налог уплачен, техосмотр пройден, вложений не требует",б/у,2250000
ВАЗ (Lada) Granta 2190,2021,Костанай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),44 000 км,Автомат,Передний привод,Слева,золотистый металлик,Да,"тонировка, хрустальная оптика, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, аудиосистема, bluetooth, CD, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, иммобилайзер, полный электропакет, центрозамок, кондиционер, бортовой компьютер, подогрев сидений, налог уплачен, техосмотр пройден, вложений не требует",б/у,4950000
ВАЗ (Lada) Granta 2190,2014,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),300 000 км,Механика,Передний привод,Слева,черный,Да,"тонировка, багажник, велюр, аудиосистема, ГУР, налог уплачен, техосмотр пройден, вложений не требует",б/у,1900000
ВАЗ (Lada) Granta 2190,2014,Экибастуз,2011 - 2018 1 поколение,Седан,1.6 (бензин),200 000 км,Автомат,Передний привод,Слева,серебристый металлик,Да,"хрустальная оптика, дневные ходовые огни, обогрев зеркал, велюр, аудиосистема, встроенный телефон, MP3, USB, кондиционер, ГУР, ABS, SRS, турботаймер, сигнализация, автозапуск, центрозамок, бортовой компьютер, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,2900000
ВАЗ (Lada) Granta 2190,2024,Шымкент,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),5 000 км,Механика,Передний привод,Слева,черный,Да,"ветровики, обогрев зеркал, велюр, аудиосистема, ABS, кондиционер, свежепригнан",б/у,4700000
ВАЗ (Lada) Granta 2190,2019,Экибастуз,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),94 000 км,Механика,Передний привод,Слева,белый,Да,"комбинированный, сигнализация, центрозамок, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,4000000
ВАЗ (Lada) Granta 2190,2018,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),151 000 км,Автомат,Передний привод,Слева,,Да,,б/у,4250000
ВАЗ (Lada) Granta 2190,2012,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),111 км,Механика,Передний привод,Слева,,Да,,б/у,2300000
ВАЗ (Lada) Granta 2190,2014,Жезказган,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 000 км,Механика,Передний привод,Слева,,Да,,б/у,2400000
ВАЗ (Lada) Granta 2190,2021,Шымкент,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),130 000 км,Механика,Передний привод,Слева,белый,Да,кондиционер,б/у,4600000
ВАЗ (Lada) Granta 2190,2014,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),190 000 км,Механика,Передний привод,Слева,синий,Да,"тонировка, аудиосистема, bluetooth, сабвуфер, ГУР, зимний режим",б/у,2400000
ВАЗ (Lada) Granta 2190,2012,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),1 111 км,Механика,Передний привод,Слева,,Да,,б/у,3000000
ВАЗ (Lada) Granta 2190,2020,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, кенгурятник, спойлер, обвес, лебёдка, ветровики, рейлинги, багажник, фаркоп, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, алькантара, шторки, аудиосистема, встроенный телефон, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, сабвуфер, ГУР, ABS, SRS, сигнализация, автозапуск, кондиционер, парктроники, камера заднего вида, датчик света, датчик дождя, налог уплачен, техосмотр пройден, вложений не требует",б/у,3500000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),300 000 км,Механика,Передний привод,Слева,белый,Да,"велюр, аудиосистема, ГУР, ABS, центрозамок, налог уплачен, техосмотр пройден",б/у,2000000
ВАЗ (Lada) Granta 2190,2015,Улкен Нарын,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,коричневый металлик,Да,"литые диски, тонировка, спойлер, обвес, ксенон, биксенон, линзованная оптика, дневные ходовые огни, противотуманки, алькантара, шторки, встроенный телефон, bluetooth, MP3, USB, ABS, SRS, сигнализация, автозапуск, центрозамок, мультируль, подогрев сидений",б/у,2670000
ВАЗ (Lada) Granta 2190,2022,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),74 000 км,Автомат,Передний привод,Слева,черный металлик,Да,"литые диски, линзованная оптика, корректор фар, комбинированный, аудиосистема, встроенный телефон, bluetooth, USB, кондиционер, ABS, SRS, автозапуск, полный электропакет, подогрев сидений, налог уплачен, техосмотр пройден",б/у,4650000
ВАЗ (Lada) Granta 2190,2020,Костанай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),55 538 км,Автомат,Передний привод,Слева,белый,Да,кондиционер,б/у,4700000
ВАЗ (Lada) Granta 2190,2016,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, ветровики, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, CD, MP3, USB, кондиционер, ГУР, ABS, SRS, парктроники, налог уплачен, техосмотр пройден, вложений не требует",б/у,3200000
ВАЗ (Lada) Granta 2190,2012,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,синий,Да,,б/у,1600000
ВАЗ (Lada) Granta 2190,2014,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Нет,,Аварийная/Не на ходу,1666666
ВАЗ (Lada) Granta 2190,2018,Петропавловск,2011 - 2018 1 поколение,Седан,1.6 (бензин),165 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, спойлер, ветровики, дневные ходовые огни, противотуманки, корректор фар",б/у,2700000
ВАЗ (Lada) Granta 2190,2019,Шымкент,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),152 001 км,Механика,Передний привод,Слева,серый,Да,,б/у,3490000
ВАЗ (Lada) Granta 2190,2020,Петропавловск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),110 000 км,Механика,Передний привод,Слева,,Да,,б/у,3550000
ВАЗ (Lada) Granta 2190,2018,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),230 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,2999999
ВАЗ (Lada) Granta 2190,2021,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),83 854 км,Механика,Передний привод,Слева,серебристый,Да,,б/у,4190000
ВАЗ (Lada) Granta 2190,2014,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),190 000 км,Автомат,Передний привод,Слева,черный,Да,"хрустальная оптика, дневные ходовые огни, корректор фар, bluetooth, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, иммобилайзер, полный электропакет, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,3400000
ВАЗ (Lada) Granta 2190,2022,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),82 000 км,Автомат,Передний привод,Слева,белый металлик,Да,"хрустальная оптика, дневные ходовые огни, корректор фар, велюр, комбинированный, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, SRS, сигнализация, иммобилайзер, полный электропакет, центрозамок, круиз-контроль, бортовой компьютер, подогрев сидений, кондиционер, вложений не требует",б/у,5200000
ВАЗ (Lada) Granta 2190,2020,Семей,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),68 000 км,Механика,Передний привод,Слева,белый,Да,"хрустальная оптика, корректор фар, обогрев зеркал, велюр, CD, MP3, USB, ГУР, ABS, налог уплачен, вложений не требует",б/у,4300000
ВАЗ (Lada) Granta 2190,2012,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),325 км,Механика,Передний привод,Слева,,Да,,б/у,2200000
ВАЗ (Lada) Granta 2190,2014,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),175 000 км,Механика,Передний привод,Слева,черный,Да,"литые диски, тонировка, аудиосистема, bluetooth, MP3, USB, сигнализация, автозапуск, центрозамок, налог уплачен, техосмотр пройден",б/у,2300000
ВАЗ (Lada) Granta 2190,2014,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),154 000 км,Механика,Передний привод,Слева,черный металлик,Да,,б/у,1600000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),275 000 км,Автомат,Передний привод,Слева,белый,Да,кондиционер,б/у,2700000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),777 777 км,Механика,Передний привод,Слева,,Да,"тонировка, спойлер, ветровики, противотуманки, велюр, аудиосистема, USB, ГУР, ABS",б/у,2200000
ВАЗ (Lada) Granta 2190,2012,Тараз,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,1900000
ВАЗ (Lada) Granta 2190,2019,Кызылорда,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),170 000 км,Механика,Передний привод,Слева,белый металлик,Да,,б/у,3300000
ВАЗ (Lada) Granta 2190,2015,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),300 000 км,Механика,Передний привод,Слева,черный,Да,,б/у,2100000
ВАЗ (Lada) Granta 2190,2014,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),157 000 км,Механика,Передний привод,Слева,белый металлик,Да,"тонировка, ветровики, багажник, дневные ходовые огни, обогрев зеркал, CD, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, бесключевой доступ, полный электропакет, центрозамок, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2840000
ВАЗ (Lada) Granta 2190,2013,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,2450000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),350 000 км,Механика,Передний привод,Слева,черный,Да,"хрустальная оптика, велюр, аудиосистема, bluetooth, USB, климат-контроль, ГУР, ABS, SRS, налог уплачен",б/у,1700000
